task_id,title,description,category,priority,status,created_date,due_date,completion_date,assigned_to,created_by,manager,department,estimated_hours,actual_hours,complexity_score,dependencies_count,user_current_workload,user_experience_level,task_age_days,is_overdue
TASK_000590,Task 590: Integrate enhanced API with system integration service,Monitor advanced metrics for performance monitoring dashboard. analyze urgent data for performance monitoring optimization,Research,Low,Not Started,2025-04-06,2025-04-20,,user_101,user_056,,Sales,22.17,,,0,2,7.6,71,True
TASK_000591,Task 591: Configure routine settings for user authentication deployment,Integrate urgent API with compliance check service. monitor urgent metrics for user authentication dashboard,Marketing,Medium,In Progress,2024-12-21,2024-12-27,,user_085,user_077,manager_12,Engineering,456.08,387.18,1.7,0,3,7.1,177,True
TASK_000592,Task 592: Review and update critical documentation for workflow automation process,Test advanced feature in system integration environment. conduct automated research on inventory management market trends,Testing,High,In Progress,2025-08-24,2025-08-29,,user_065,user_058,manager_16,HR,53.18,52.73,5.2,0,10,7.2,-69,False
TASK_000593,Task 593: Conduct streamlined research on payment processing market trends,Develop urgent strategy for data migration campaign. design comprehensive interface for inventory management application,Development,Medium,In Progress,2025-06-19,2025-06-30,,user_182,user_051,manager_04,Marketing,16.44,13.27,3.6,1,7,6.2,-3,False
TASK_000594,Task 594: Create new report for data migration stakeholders,Configure enhanced settings for workflow automation deployment. configure streamlined settings for payment processing deployment,Sales,Medium,In Progress,2025-08-25,2025-08-26,,user_183,user_033,manager_11,Legal,38.81,54.55,6.4,2,10,5.4,-70,False
TASK_000595,Task 595: Integrate critical API with data migration service,Review and update advanced documentation for user authentication process. design automated interface for client onboarding application,Operations,Critical,Not Started,2024-12-24,2025-01-16,,user_061,user_014,manager_22,Legal,23.25,,4.7,0,15,5.6,174,True
TASK_000596,Task 596: Optimize new performance in inventory management database,Develop streamlined strategy for performance monitoring campaign. develop advanced strategy for inventory management campaign,Design,Critical,In Progress,2025-03-06,2025-03-12,,user_048,user_064,manager_09,Legal,2.48,2.26,5.7,0,11,3.9,102,True
TASK_000597,Task 597: Configure critical settings for security audit deployment,Develop advanced strategy for system integration campaign. optimize automated performance in security audit database,Data Analysis,Low,Completed,2025-03-04,2025-03-21,2025-03-15,user_010,user_071,manager_07,Marketing,11.08,13.22,2.4,4,8,5.3,104,False
TASK_000598,Task 598: Implement critical functionality for the inventory management module,Conduct streamlined research on security audit market trends. test comprehensive feature in inventory management environment,Customer Support,Medium,In Progress,2025-01-18,2025-01-25,,user_078,user_029,manager_09,Sales,26.96,26.44,5.9,1,11,5.9,149,True
TASK_000599,Task 599: Create new report for data migration stakeholders,Implement new functionality for the user authentication module. configure comprehensive settings for security audit deployment,Research,High,In Progress,2025-08-16,2025-08-17,,user_111,user_048,manager_09,HR,26.44,24.95,5.5,2,8,7.7,-61,False
TASK_000600,Task 600: Implement routine functionality for the data migration module,Create comprehensive report for client onboarding stakeholders. validate complex requirements for system integration project,HR,Low,In Progress,2025-06-26,2025-07-05,,user_150,user_099,manager_03,Engineering,7.3,9.45,3.8,0,5,6.9,-10,False
TASK_000601,Task 601: Optimize enhanced performance in security audit database,Validate urgent requirements for payment processing project. review and update routine documentation for compliance check process,Marketing,Low,Completed,2025-05-21,2025-05-26,,user_195,user_052,manager_18,Operations,11.87,9.52,4.2,0,11,3.2,26,False
TASK_000602,Task 602: Validate streamlined requirements for system integration project,Create comprehensive report for workflow automation stakeholders. configure advanced settings for inventory management deployment,Testing,Low,In Progress,2025-08-22,2025-08-24,,user_129,user_006,manager_06,Finance,50.19,73.98,7.5,2,7,4.3,-67,False
TASK_000603,Task 603: Optimize new performance in security audit database,Validate critical requirements for workflow automation project. configure routine settings for system integration deployment,Testing,Medium,Completed,2025-03-12,2025-03-21,2025-03-21,user_144,user_200,manager_13,HR,21.88,70.38,1.8,1,10,4.0,96,False
TASK_000604,Task 604: Optimize new performance in system integration database,Develop routine strategy for system integration campaign. analyze streamlined data for security audit optimization,Research,Low,Completed,2025-05-04,2025-05-06,2025-05-05,user_012,user_137,manager_08,Sales,,224.05,1.0,3,5,8.1,43,False
TASK_000605,Task 605: Analyze new data for security audit optimization,Monitor enhanced metrics for system integration dashboard. review and update new documentation for client onboarding process,Finance,Medium,In Progress,2025-06-24,2025-07-04,,user_141,user_068,manager_24,Marketing,,39.91,,0,11,5.1,-8,False
TASK_000606,Task 606: Implement new functionality for the client onboarding module,Test streamlined feature in data migration environment. analyze new data for system integration optimization,Finance,Low,In Progress,2025-02-10,2025-02-20,,user_177,user_098,manager_21,Sales,7.35,8.88,3.8,4,2,6.9,126,True
TASK_000607,Task 607: Monitor urgent metrics for security audit dashboard,Create streamlined report for security audit stakeholders. optimize critical performance in data migration database,Customer Support,High,In Progress,2025-04-15,2025-04-26,,user_112,user_095,manager_05,HR,27.85,23.54,4.0,0,6,5.6,62,True
TASK_000608,Task 608: Monitor automated metrics for security audit dashboard,Optimize urgent performance in data migration database. configure streamlined settings for user authentication deployment,Research,Medium,Completed,2025-03-11,2025-03-18,,user_101,user_176,manager_20,Marketing,8.13,6.16,7.5,0,10,7.1,97,False
TASK_000609,Task 609: Integrate critical API with payment processing service,Validate routine requirements for data migration project. validate new requirements for compliance check project,Testing,Medium,On Hold,2025-06-29,2025-06-30,,user_004,user_196,manager_27,Operations,3.52,,5.3,0,12,6.4,-13,False
TASK_000610,Task 610: Design enhanced interface for payment processing application,Analyze automated data for compliance check optimization. implement new functionality for the payment processing module,Operations,High,Completed,2025-06-09,2025-06-10,,user_022,user_052,manager_05,HR,29.02,41.04,1.0,2,9,,7,False
TASK_000611,Task 611: Analyze comprehensive data for workflow automation optimization,Design enhanced interface for user authentication application. conduct streamlined research on system integration market trends,Testing,Critical,Not Started,2024-12-28,2025-01-07,,user_027,user_140,manager_10,Engineering,2.0,,5.9,0,9,5.7,170,True
TASK_000612,Task 612: Monitor critical metrics for data migration dashboard,Implement enhanced functionality for the user authentication module. test critical feature in inventory management environment,Documentation,Medium,On Hold,2025-06-16,2025-06-25,,user_058,user_176,manager_13,Operations,6.82,,4.8,1,6,5.7,0,False
TASK_000613,Task 613: Monitor advanced metrics for workflow automation dashboard,Design advanced interface for security audit application. review and update streamlined documentation for client onboarding process,Testing,Low,Not Started,2025-06-06,2025-06-09,,user_022,user_012,manager_20,Marketing,96.43,,5.8,3,4,4.3,10,True
TASK_000614,Task 614: Conduct comprehensive research on compliance check market trends,Design critical interface for data migration application. integrate streamlined api with compliance check service,Data Analysis,High,Completed,2025-05-13,2025-05-14,2025-05-14,user_128,user_170,manager_12,Sales,19.32,24.52,5.0,1,7,4.5,34,False
TASK_000615,Task 615: Implement automated functionality for the data migration module,,Testing,Medium,Completed,2025-07-24,2025-08-07,,user_072,user_038,manager_03,Sales,4.55,3.85,3.9,2,3,8.3,-38,False
TASK_000616,Task 616: Create urgent report for inventory management stakeholders,Develop critical strategy for compliance check campaign. prepare comprehensive presentation for data migration meeting,Project Management,Medium,In Progress,2025-04-22,2025-04-25,,user_138,user_137,manager_16,Finance,30.48,26.95,4.2,1,9,6.2,55,True
TASK_000617,Task 617: Validate critical requirements for system integration project,Optimize enhanced performance in payment processing database. test comprehensive feature in user authentication environment,Design,High,In Progress,2024-12-26,2025-01-01,,user_035,user_029,manager_02,Sales,2.09,2.88,4.6,1,9,6.1,172,True
TASK_000618,Task 618: Design streamlined interface for workflow automation application,Design routine interface for inventory management application. test enhanced feature in security audit environment,Development,Medium,On Hold,2025-02-26,2025-03-07,,user_037,user_097,manager_24,Engineering,13.48,,6.9,1,3,,110,True
TASK_000619,Task 619: Fix comprehensive bug in user authentication system,Validate advanced requirements for compliance check project. review and update urgent documentation for compliance check process,Data Analysis,Medium,Completed,2025-03-08,2025-03-15,2025-03-14,user_021,user_063,manager_03,Engineering,11.54,15.59,7.4,2,7,6.2,100,False
TASK_000620,Task 620: Design urgent interface for data migration application,Validate routine requirements for performance monitoring project. develop critical strategy for client onboarding campaign,Customer Support,High,Completed,2024-12-24,2024-12-28,2024-12-27,user_165,user_009,manager_20,Legal,17.76,14.71,9.1,1,12,6.2,174,False
TASK_000621,Task 621: Fix urgent bug in system integration system,Validate streamlined requirements for compliance check project. conduct streamlined research on security audit market trends,Sales,Medium,Completed,2025-03-08,2025-03-09,2025-03-09,user_097,user_033,manager_24,Marketing,43.54,32.43,3.8,3,10,6.6,100,False
TASK_000622,Task 622: Monitor routine metrics for compliance check dashboard,Monitor advanced metrics for workflow automation dashboard. develop comprehensive strategy for inventory management campaign,Data Analysis,High,Cancelled,2025-06-30,2025-07-03,2025-07-04,user_166,user_109,manager_07,Sales,6.02,,6.3,0,6,6.2,-14,False
